article_name,page_id,pagerank_score,wikipedia link,birth,death,image_url,description,occupation,field,latitude,longitude
Albrecht Kossel,243906,1.1046760445115134e-06,https://en.wikipedia.org/wiki/Albrecht_Kossel,1853,1927,https://commons.wikimedia.org/wiki/Special:FilePath/Albrecht Kossel nobel.jpg,German biochemist and pioneer in the study of genetics,"['chemist', 'physician', 'university teacher', 'physiologist', 'biochemist']","['biochemistry', 'physiology']",49.3972,8.69028
Tsunku,2035031,1.1045194197574137e-06,https://en.wikipedia.org/wiki/Tsunku,1968,,https://commons.wikimedia.org/wiki/Special:FilePath/Tsunku 20130222.jpg,Japanese musician and record producer,"['guitarist', 'singer-songwriter', 'record producer', 'actor', 'tarento']",[],34.67936111111111,135.60088888888887
Johnny Unitas,15644,1.104496280796047e-06,https://en.wikipedia.org/wiki/Johnny_Unitas,1933,2002,https://commons.wikimedia.org/wiki/Special:FilePath/1967 Johnny Unitas.jpeg,American football player (1933–2002),"['actor', 'American football player']",[],39.456,-76.6165
Will Oldham,528023,1.1044954270676635e-06,https://en.wikipedia.org/wiki/Will_Oldham,1970,,https://commons.wikimedia.org/wiki/Special:FilePath/Will Oldham 2017.jpg,American singer-songwriter and actor,"['singer-songwriter', 'singer', 'actor', 'songwriter', 'guitarist', 'television actor']",[],38.25611111111111,-85.75138889
Willem Blaeu,784698,1.104226013169146e-06,https://en.wikipedia.org/wiki/Willem_Blaeu,1571,1638,"https://commons.wikimedia.org/wiki/Special:FilePath/Willem Jansz Blaeu (1571-1638), attributed to Thomas de Keyser.jpg","Dutch cartographer, atlas maker and publisher (1571–1638)","['cartographer', 'publisher', 'instrument maker', 'astronomer', 'printmaker']",[],52.37277777777778,4.893611111111111
Darius II,47121,1.104169134427738e-06,https://en.wikipedia.org/wiki/Darius_II,-475,-404,https://commons.wikimedia.org/wiki/Special:FilePath/Darius II (reduced shadow).jpg,The ninth Achaemenid emperor (423–404 BC),"['monarch', 'shah']",[],29.98888889,52.87472222
Aravind Adiga,18655143,1.1040297374801577e-06,https://en.wikipedia.org/wiki/Aravind_Adiga,1974,,,Indian journalist and author,"['writer', 'journalist', 'novelist', 'film director']",[],13.0825,80.275
Ferdinand II of Portugal,780951,1.1039236113941883e-06,https://en.wikipedia.org/wiki/Ferdinand_II_of_Portugal,1816,1885,"https://commons.wikimedia.org/wiki/Special:FilePath/Retrato de D. Fernando de Saxe-Coburgo e Gotha, Joseph-Fourtuné Layraud, 1877 - Palácio Nacional da Pena.png",King of Portugal,['painter'],[],38.71472222,-9.127777778
Agnès Varda,324138,1.1036775708686309e-06,https://en.wikipedia.org/wiki/Agnès_Varda,1928,2019,https://commons.wikimedia.org/wiki/Special:FilePath/MJK 37447 Agnès Varda (Berlinale 2019) (cropped).jpg,"French artist, film director, screenwriter and photographer (1928–2019)","['photographer', 'visual artist', 'screenwriter', 'university teacher', 'cinematographer', 'film producer', 'film editor', 'actor', 'activist', 'director', 'editor', 'documentarian', 'plastic artist', 'film director']","['film direction', 'documentary film', 'photography']",48.83778,2.32833
Peter Green (musician),322138,1.1035775868272635e-06,https://en.wikipedia.org/wiki/Peter_Green_(musician),1946,2020,https://commons.wikimedia.org/wiki/Special:FilePath/Peter-Green.jpg,British blues rock guitarist (1946–2020),"['guitarist', 'banjoist', 'songwriter', 'singer', 'singer-songwriter']",[],51.525,0.5725
Aníbal Cavaco Silva,19596391,1.103566979531533e-06,https://en.wikipedia.org/wiki/Aníbal_Cavaco_Silva,1939,,https://commons.wikimedia.org/wiki/Special:FilePath/Aníbal Cavaco Silva (cropped).jpg,Portuguese politician (born 1939),"['economist', 'politician', 'university teacher']",[],37.133,-8.159
Prithviraj Sukumaran,4839312,1.1035625160922443e-06,https://en.wikipedia.org/wiki/Prithviraj_Sukumaran,1982,,https://commons.wikimedia.org/wiki/Special:FilePath/Prithviraj 2008.jpg,"Indian actor, film director and producer (born 1982)","['actor', 'film producer', 'film director']",[],8.4875,76.9525
Adolphe Quetelet,184215,1.1035291010784383e-06,https://en.wikipedia.org/wiki/Adolphe_Quetelet,1796,1874,https://commons.wikimedia.org/wiki/Special:FilePath/Adolphe Quételet by Joseph-Arnold Demannez.jpg,"Belgian astronomer, mathematician, statistician and sociologist (1796-1874)","['astronomer', 'mathematician', 'physicist', 'criminologist', 'statistician', 'sociologist', 'university teacher', 'naturalist', 'writer', 'botanist']",['mathematics'],50.86973333,4.422855556
Charles E. Leiserson,1400884,1.1034958394667212e-06,https://en.wikipedia.org/wiki/Charles_E._Leiserson,1953,,https://commons.wikimedia.org/wiki/Special:FilePath/Charles E Leiserson 2011.jpg,American computer scientist,"['computer scientist', 'engineer', 'university teacher', 'businessperson', 'mathematician']","['mathematics', 'informatics', 'computer science']",59.913333333333334,10.738888888888889
Patsy Reddy,49890708,1.1034799229850658e-06,https://en.wikipedia.org/wiki/Patsy_Reddy,1954,,https://commons.wikimedia.org/wiki/Special:FilePath/Patsy Reddy official portrait (cropped).jpg,governor-general of New Zealand from 2016 to 2021,"['lawyer', 'academic']",[],-37.80972222,175.7733333
Wallace Beery,142834,1.1034069162689584e-06,https://en.wikipedia.org/wiki/Wallace_Beery,1885,1949,https://commons.wikimedia.org/wiki/Special:FilePath/Wallace Beery-publicity.JPG,American actor (1885-1949),"['stage actor', 'film actor', 'actor', 'film director']",[],34.125499,-118.240807
Wahinepio,30502150,1.103372232391332e-06,https://en.wikipedia.org/wiki/Wahinepio,,1826,https://commons.wikimedia.org/wiki/Special:FilePath/Wahinepio.jpg,Hawaiian politician and royal consort,['politician'],[],20.873333,-156.6775
Francis Leggatt Chantrey,223061,1.1033658324282463e-06,https://en.wikipedia.org/wiki/Francis_Leggatt_Chantrey,1781,1841,https://commons.wikimedia.org/wiki/Special:FilePath/Chantrey-francis selfportrait.jpg,English artist (1781-1841),"['painter', 'sculptor']","['art of sculpture', 'visual arts']",51.567,-0.147
George Edmund Street,1802561,1.1032569795668935e-06,https://en.wikipedia.org/wiki/George_Edmund_Street,1824,1881,https://commons.wikimedia.org/wiki/Special:FilePath/George E Street by Samuel A Walker.png,English architect (1824-1881),"['architect', 'art historian']",['architecture'],51.4994,-0.127367
Harry Thurston Peck,3176204,1.1032273782249674e-06,https://en.wikipedia.org/wiki/Harry_Thurston_Peck,1856,1914,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait of Harry Thurston Peck.jpg,"American classical scholar, author, editor, and critic (1856-1914)","['classical philologist', 'classical scholar', 'poet', 'writer']",[],41.09666667,-73.55222222
Shahar Pe'er,2614119,1.1031938375028048e-06,https://en.wikipedia.org/wiki/Shahar_Pe'er,1987,,https://commons.wikimedia.org/wiki/Special:FilePath/Shahar Peer.jpg,Israeli female tennis player,['tennis player'],[],31.77888888888889,35.22555555555556
Manuel Azaña,273235,1.1031469934410354e-06,https://en.wikipedia.org/wiki/Manuel_Azaña,1880,1940,https://commons.wikimedia.org/wiki/Special:FilePath/Azaña 3.jpg,"Prime Minister of Spain, President of Spain (1880-1940)","['politician', 'lawyer', 'writer']",[],44.01722222,1.355
Paul Theroux,172064,1.103021277078262e-06,https://en.wikipedia.org/wiki/Paul_Theroux,1941,,https://commons.wikimedia.org/wiki/Special:FilePath/PaulTheroux 2008Sep.jpg,American travel writer and novelist,"['travel writer', 'novelist', 'literary critic', 'professor', 'screenwriter']",[],42.41833333,-71.10666667
J. A. B. van Buitenen,26720997,1.103019754890412e-06,https://en.wikipedia.org/wiki/J._A._B._van_Buitenen,1928,1979,,Dutch indologist (1928-1979),['indologist'],[],40.11638888888889,-88.24361111
Frank Loesser,166145,1.1026665601169251e-06,https://en.wikipedia.org/wiki/Frank_Loesser,1910,1969,"https://commons.wikimedia.org/wiki/Special:FilePath/Frank Loesser studio photo, 1936.jpg",American songwriter (1910–1969),"['composer', 'librettist', 'lyricist', 'songwriter', 'film score composer', 'actor', 'screenwriter']",[],40.7,-74
Frank Knight,263040,1.1026334743470626e-06,https://en.wikipedia.org/wiki/Frank_Knight,1885,1972,,American economist (1885-1972),"['economist', 'university teacher', 'sociologist']",['economics'],41.85003,-87.65005
"Maria of Austria, Holy Roman Empress",6233596,1.102464831414058e-06,"https://en.wikipedia.org/wiki/Maria_of_Austria,_Holy_Roman_Empress",1528,1603,https://commons.wikimedia.org/wiki/Special:FilePath/Maria of Spain 1557.jpg,Holy Roman empress (1528-1603),['queen regnant'],[],40.418267,-3.706192
Pasquale Paoli,222603,1.1024085975677808e-06,https://en.wikipedia.org/wiki/Pasquale_Paoli,1725,1807,https://commons.wikimedia.org/wiki/Special:FilePath/Pasquale Paoli by W Beckey.jpg,Corsican leader (1725–1807),"['politician', 'military officer']",[],51.50722222,-0.1275
Philippa of Lancaster,355264,1.102394368016311e-06,https://en.wikipedia.org/wiki/Philippa_of_Lancaster,1360,1415,"https://commons.wikimedia.org/wiki/Special:FilePath/Filipa de Lencastre, Rainha de Portugal - The Portuguese Genealogy (Genealogia dos Reis de Portugal).png",English noblewoman and Portuguese queen consort,['queen consort'],[],39.65916667,-8.826111111
John McEwen,52669,1.1022525310045762e-06,https://en.wikipedia.org/wiki/John_McEwen,1900,1980,https://commons.wikimedia.org/wiki/Special:FilePath/John McEwen 1950 (cropped).jpg,"Australian politician, 18th Prime Minister of Australia (1900-1980)","['politician', 'diplomat']",[],-37.841,145.018
Lisa Schwarzbaum,29912051,1.102117870988228e-06,https://en.wikipedia.org/wiki/Lisa_Schwarzbaum,1952,,,American film critic,"['film critic', 'journalist']",[],40.70416667,-73.91777778
Elena Dementieva,20682666,1.1021169594888977e-06,https://en.wikipedia.org/wiki/Elena_Dementieva,1981,,https://commons.wikimedia.org/wiki/Special:FilePath/Elena Dementieva at the 2010 US Open 06 (cropped).jpg,Russian tennis player,"['tennis player', 'television presenter']",[],55.75583333,37.61777778
Alejandro Toledo,88515,1.1020349639645718e-06,https://en.wikipedia.org/wiki/Alejandro_Toledo,1946,,https://commons.wikimedia.org/wiki/Special:FilePath/Alejandro Toledo 2015 (cropped).jpg,President of Peru from 2001 to 2006,"['economist', 'politician', 'lecturer']",['politics'],-8.395555556,-78.01638889
Paul Scofield,67943,1.101944424015942e-06,https://en.wikipedia.org/wiki/Paul_Scofield,1922,2008,https://commons.wikimedia.org/wiki/Special:FilePath/Paul Scofield Allan Warren.jpg,English actor (1922–2008),"['voice actor', 'stage actor', 'film actor', 'television actor', 'actor']",[],50.9471027,-0.141372695
Salome,232201,1.1019386675475697e-06,https://en.wikipedia.org/wiki/Salome,14,100,https://commons.wikimedia.org/wiki/Special:FilePath/Titian-salome.jpg,biblical daughter of Herod II and Herodias,['dancer'],[],31.698889,35.306389
William Allen White,894935,1.1018729252806046e-06,https://en.wikipedia.org/wiki/William_Allen_White,1868,1944,https://commons.wikimedia.org/wiki/Special:FilePath/WP William Allen White.jpg,American newspaper editor and politician,"['politician', 'newspaper editor', 'journalist', 'writer', 'editor', 'screenwriter', 'editing staff', 'biographer']","['politics', 'journalism']",38.4203,-96.2056
Bennett Cerf,510840,1.1017738150469233e-06,https://en.wikipedia.org/wiki/Bennett_Cerf,1898,1971,https://commons.wikimedia.org/wiki/Special:FilePath/Bennett Cerf.jpg,American publisher and author (1898-1971),"['publisher', 'autobiographer', 'editor']","['television production', 'publishing']",41.20388889,-73.73055556
Thomas Müller,18654333,1.1016030043521006e-06,https://en.wikipedia.org/wiki/Thomas_Müller,1989,,https://commons.wikimedia.org/wiki/Special:FilePath/FC Salzburg gegen FC Bayern München (Championsleague Achtelfinale Hinspiel 16. Februar 2022) 33.jpg,German association football player,['association football player'],[],47.833333333333336,11.133333333333333
Steve Waugh,156123,1.1015992996557355e-06,https://en.wikipedia.org/wiki/Steve_Waugh,1965,,https://commons.wikimedia.org/wiki/Special:FilePath/SRWaugh.png,Australian cricketer,['cricketer'],[],-33.915,151.1177778
Christine de Pizan,7628,1.1015507190210043e-06,https://en.wikipedia.org/wiki/Christine_de_Pizan,1363,1431,https://commons.wikimedia.org/wiki/Special:FilePath/Christine de Pisan - cathedra.jpg,French poet and author (1364 – c. 1430),"['writer', 'poet', 'translator', 'philosopher', 'women letter writer']","['poetry', 'literature', 'politics']",48.92888889,2.044722222
Öljaitü,9166322,1.101525342130254e-06,https://en.wikipedia.org/wiki/Öljaitü,1280,1316,https://commons.wikimedia.org/wiki/Special:FilePath/Majma' al-Tavarikh 001.jpg,Il-Khan emperor,"['sovereign', 'military personnel']",[],36.43380454842653,48.79594272
Julian Schwinger,269980,1.1014725926262803e-06,https://en.wikipedia.org/wiki/Julian_Schwinger,1918,1994,https://commons.wikimedia.org/wiki/Special:FilePath/Schwinger.jpg,American theoretical physicist,"['university teacher', 'non-fiction writer', 'mathematician', 'theoretical physicist', 'nuclear physicist', 'physicist']",['quantum electrodynamics'],42.37055556,-71.14583333
"Henry Petty-Fitzmaurice, 3rd Marquess of Lansdowne",321005,1.10146758176084e-06,"https://en.wikipedia.org/wiki/Henry_Petty-Fitzmaurice,_3rd_Marquess_of_Lansdowne",1780,1863,https://commons.wikimedia.org/wiki/Special:FilePath/Lansdowne3.JPG,British politician (1780–1863),"['politician', 'statistician']",[],51.4286,-2.03762
David Ogilvy (businessman),1358059,1.1014450816788771e-06,https://en.wikipedia.org/wiki/David_Ogilvy_(businessman),1911,1999,https://commons.wikimedia.org/wiki/Special:FilePath/David ogilvy.jpg,British advertising executive,"['writer', 'economist', 'businessperson']",[],46.61666667,0.58972222
Gerry Goffin,640276,1.1013747890508678e-06,https://en.wikipedia.org/wiki/Gerry_Goffin,1939,2014,https://commons.wikimedia.org/wiki/Special:FilePath/Don Kirshner with Goffin-King (cropped).jpg,American lyricist (1939-2014),"['lyricist', 'singer', 'songwriter']",[],34.05223,-118.24368
Tom Watson (golfer),585794,1.1011329854913969e-06,https://en.wikipedia.org/wiki/Tom_Watson_(golfer),1949,,https://commons.wikimedia.org/wiki/Special:FilePath/2008 Open Championship - Tom Watson.jpg,American golfer (born 1949),"['golfer', 'architect']",[],39.05,-94.58333333
Paul Romer,2662580,1.1011274247277695e-06,https://en.wikipedia.org/wiki/Paul_Romer,1955,,"https://commons.wikimedia.org/wiki/Special:FilePath/Paul Romer, 2005 (cropped).jpg",American economist (born 1955),"['economist', 'mathematician']",['economics'],39.73916667,-104.9847222
Ashurnasirpal II,620568,1.10108301297445e-06,https://en.wikipedia.org/wiki/Ashurnasirpal_II,-1000,-854,https://commons.wikimedia.org/wiki/Special:FilePath/Ashurnasirpal2 stele.jpg,Assyrian king,['sovereign'],[],32.5425,44.42111111111111
Magnus Barefoot,443256,1.1010792675978212e-06,https://en.wikipedia.org/wiki/Magnus_Barefoot,1073,1103,https://commons.wikimedia.org/wiki/Special:FilePath/Magnus Berrføtt 1.png,King of Norway,['monarch'],[],54.322,-5.703
Anastasia Pavlyuchenkova,11825477,1.1010309857630642e-06,https://en.wikipedia.org/wiki/Anastasia_Pavlyuchenkova,1991,,https://commons.wikimedia.org/wiki/Special:FilePath/Nastia Pavlyuchenkova (Roland Garros 2023) 06 (cropped2).jpg,Russian tennis player,['tennis player'],[],53.18333333,50.11666667
Richard Shelby,375231,1.1010273501632953e-06,https://en.wikipedia.org/wiki/Richard_Shelby,1934,,"https://commons.wikimedia.org/wiki/Special:FilePath/Richard Shelby, official portrait, 112th Congress.jpg",United States Senator from Alabama,"['politician', 'lawyer']",[],33.5175,-86.80944444
Alexander Jackson Davis,2002268,1.1009932704097112e-06,https://en.wikipedia.org/wiki/Alexander_Jackson_Davis,1803,1892,https://commons.wikimedia.org/wiki/Special:FilePath/Alexander Jackson Davis 18031892.jpg,American architect (1803-1892),['architect'],[],40,-74.5
François Quesnay,46765,1.1009120033930728e-06,https://en.wikipedia.org/wiki/François_Quesnay,1694,1774,https://commons.wikimedia.org/wiki/Special:FilePath/Quesnay Portrait.jpg,French economist,"['philosopher', 'economist', 'physician', 'encyclopédistes', 'surgeon', 'naturalist', 'writer']",['economics'],47,2
Hsieh Su-wei,9604959,1.1007202635539454e-06,https://en.wikipedia.org/wiki/Hsieh_Su-wei,1986,,https://commons.wikimedia.org/wiki/Special:FilePath/Hsieh Su-wei (2023 French Open) 05 (cropped).jpg,Taiwanese female tennis player,['tennis player'],[],22.615,120.2975
Boisfeuillet Jones Jr.,2119494,1.100673787165767e-06,https://en.wikipedia.org/wiki/Boisfeuillet_Jones_Jr.,1946,,,American newspaper executive,['businessperson'],[],39.828175,-98.5795
Sergey Bubka,603934,1.1005841554339736e-06,https://en.wikipedia.org/wiki/Sergey_Bubka,1963,,https://commons.wikimedia.org/wiki/Special:FilePath/Sergej Bubka 2009.jpg,Ukrainian pole vaulter,"['pole vaulter', 'athletics competitor', 'politician']",[],48.5717084,39.2973153
